source,img_idx,model,noise_idx,mse_t1,mse_t11,mse_t21,mse_t31,mse_t41,mse_t51,mse_t61,mse_t71,mse_t81,mse_t91,mse_t101,mse_t111,mse_t121,mse_t131,mse_t141,mse_t151,mse_t161,mse_t171,mse_t181,mse_t191,mse_t201,mse_t211,mse_t221,mse_t231,mse_t241
SD1.1,8,SD1.2,21,0.9125976562,0.7470703125,0.6713867188,0.6206054688,0.5834960938,0.5522460938,0.5258789062,0.5024414062,0.4816894531,0.4636230469,0.4470214844,0.4313964844,0.4167480469,0.4033203125,0.3903808594,0.3781738281,0.3666992188,0.3557128906,0.3452148438,0.3349609375,0.3249511719,0.3151855469,0.3061523438,0.2968750000,0.2878417969
SD1.1,8,SD1.2,22,0.9018554688,0.7436523438,0.6713867188,0.6225585938,0.5864257812,0.5571289062,0.5317382812,0.5097656250,0.4897460938,0.4721679688,0.4560546875,0.4406738281,0.4260253906,0.4128417969,0.3996582031,0.3872070312,0.3752441406,0.3637695312,0.3530273438,0.3420410156,0.3315429688,0.3212890625,0.3117675781,0.3020019531,0.2924804688
SD1.1,8,SD1.2,23,0.9326171875,0.7636718750,0.6860351562,0.6333007812,0.5947265625,0.5625000000,0.5351562500,0.5112304688,0.4899902344,0.4714355469,0.4545898438,0.4387207031,0.4238281250,0.4104003906,0.3972167969,0.3850097656,0.3732910156,0.3620605469,0.3513183594,0.3408203125,0.3305664062,0.3208007812,0.3115234375,0.3017578125,0.2927246094
SD1.1,8,SD1.2,24,0.9228515625,0.7587890625,0.6826171875,0.6318359375,0.5947265625,0.5644531250,0.5385742188,0.5156250000,0.4951171875,0.4770507812,0.4602050781,0.4445800781,0.4296875000,0.4162597656,0.4030761719,0.3906250000,0.3789062500,0.3674316406,0.3569335938,0.3461914062,0.3356933594,0.3254394531,0.3159179688,0.3059082031,0.2963867188
SD1.1,8,SD1.2,25,0.9204101562,0.7622070312,0.6894531250,0.6401367188,0.6035156250,0.5732421875,0.5473632812,0.5244140625,0.5034179688,0.4853515625,0.4682617188,0.4519042969,0.4367675781,0.4228515625,0.4094238281,0.3967285156,0.3847656250,0.3730468750,0.3620605469,0.3510742188,0.3403320312,0.3298339844,0.3200683594,0.3095703125,0.2998046875
SD1.1,8,SD1.2,26,0.9262695312,0.7631835938,0.6879882812,0.6362304688,0.5981445312,0.5673828125,0.5410156250,0.5175781250,0.4973144531,0.4792480469,0.4628906250,0.4472656250,0.4326171875,0.4194335938,0.4062500000,0.3940429688,0.3823242188,0.3708496094,0.3601074219,0.3493652344,0.3388671875,0.3286132812,0.3193359375,0.3095703125,0.3000488281
SD1.1,8,SD1.2,27,0.9023437500,0.7402343750,0.6660156250,0.6147460938,0.5776367188,0.5473632812,0.5214843750,0.4990234375,0.4790039062,0.4614257812,0.4453125000,0.4301757812,0.4160156250,0.4035644531,0.3911132812,0.3796386719,0.3686523438,0.3579101562,0.3479003906,0.3376464844,0.3278808594,0.3183593750,0.3095703125,0.3005371094,0.2917480469
SD1.1,8,SD1.2,28,0.9204101562,0.7612304688,0.6875000000,0.6376953125,0.6010742188,0.5708007812,0.5444335938,0.5209960938,0.5000000000,0.4814453125,0.4638671875,0.4475097656,0.4318847656,0.4177246094,0.4038085938,0.3906250000,0.3781738281,0.3662109375,0.3549804688,0.3439941406,0.3334960938,0.3232421875,0.3139648438,0.3044433594,0.2951660156
SD1.1,8,SD1.2,29,0.9277343750,0.7675781250,0.6928710938,0.6420898438,0.6044921875,0.5727539062,0.5458984375,0.5224609375,0.5014648438,0.4826660156,0.4655761719,0.4492187500,0.4335937500,0.4196777344,0.4057617188,0.3925781250,0.3803710938,0.3686523438,0.3574218750,0.3464355469,0.3359375000,0.3259277344,0.3166503906,0.3073730469,0.2983398438
SD1.1,9,SD1.2,0,0.8808593750,0.6547851562,0.5673828125,0.5122070312,0.4738769531,0.4428710938,0.4165039062,0.3937988281,0.3737792969,0.3562011719,0.3403320312,0.3254394531,0.3115234375,0.2993164062,0.2875976562,0.2770996094,0.2670898438,0.2575683594,0.2489013672,0.2403564453,0.2324218750,0.2244873047,0.2175292969,0.2104492188,0.2034912109
SD1.1,9,SD1.2,1,0.8867187500,0.6542968750,0.5625000000,0.5063476562,0.4675292969,0.4372558594,0.4118652344,0.3903808594,0.3710937500,0.3544921875,0.3393554688,0.3251953125,0.3120117188,0.3002929688,0.2890625000,0.2783203125,0.2683105469,0.2590332031,0.2502441406,0.2416992188,0.2336425781,0.2258300781,0.2189941406,0.2119140625,0.2053222656
SD1.1,9,SD1.2,2,0.8925781250,0.6586914062,0.5664062500,0.5092773438,0.4697265625,0.4387207031,0.4130859375,0.3913574219,0.3723144531,0.3559570312,0.3413085938,0.3273925781,0.3146972656,0.3032226562,0.2919921875,0.2814941406,0.2717285156,0.2622070312,0.2534179688,0.2446289062,0.2363281250,0.2283935547,0.2213134766,0.2139892578,0.2070312500
SD1.1,9,SD1.2,3,0.8837890625,0.6586914062,0.5698242188,0.5136718750,0.4748535156,0.4436035156,0.4174804688,0.3947753906,0.3752441406,0.3583984375,0.3439941406,0.3300781250,0.3168945312,0.3054199219,0.2939453125,0.2836914062,0.2739257812,0.2648925781,0.2565917969,0.2481689453,0.2402343750,0.2326660156,0.2254638672,0.2178955078,0.2106933594
SD1.1,9,SD1.2,4,0.8881835938,0.6586914062,0.5664062500,0.5087890625,0.4680175781,0.4357910156,0.4089355469,0.3862304688,0.3664550781,0.3496093750,0.3342285156,0.3205566406,0.3073730469,0.2956542969,0.2841796875,0.2736816406,0.2639160156,0.2548828125,0.2464599609,0.2381591797,0.2302246094,0.2226562500,0.2156982422,0.2084960938,0.2016601562
SD1.1,9,SD1.2,5,0.8847656250,0.6586914062,0.5664062500,0.5083007812,0.4675292969,0.4348144531,0.4074707031,0.3842773438,0.3640136719,0.3469238281,0.3312988281,0.3168945312,0.3037109375,0.2917480469,0.2805175781,0.2697753906,0.2595214844,0.2500000000,0.2412109375,0.2325439453,0.2243652344,0.2167968750,0.2102050781,0.2039794922,0.1975097656
SD1.1,9,SD1.2,6,0.8774414062,0.6523437500,0.5634765625,0.5078125000,0.4689941406,0.4382324219,0.4123535156,0.3906250000,0.3715820312,0.3554687500,0.3408203125,0.3271484375,0.3146972656,0.3032226562,0.2922363281,0.2819824219,0.2724609375,0.2631835938,0.2543945312,0.2459716797,0.2382812500,0.2308349609,0.2238769531,0.2163085938,0.2089843750
SD1.1,9,SD1.2,7,0.8779296875,0.6508789062,0.5610351562,0.5043945312,0.4653320312,0.4343261719,0.4086914062,0.3867187500,0.3676757812,0.3510742188,0.3361816406,0.3225097656,0.3095703125,0.2978515625,0.2868652344,0.2770996094,0.2678222656,0.2587890625,0.2504882812,0.2419433594,0.2337646484,0.2257080078,0.2185058594,0.2111816406,0.2042236328
SD1.1,9,SD1.2,8,0.8803710938,0.6528320312,0.5639648438,0.5078125000,0.4689941406,0.4379882812,0.4118652344,0.3894042969,0.3696289062,0.3525390625,0.3369140625,0.3222656250,0.3088378906,0.2968750000,0.2856445312,0.2751464844,0.2651367188,0.2561035156,0.2474365234,0.2388916016,0.2308349609,0.2230224609,0.2160644531,0.2088623047,0.2021484375
SD1.1,9,SD1.2,9,0.8754882812,0.6484375000,0.5566406250,0.4990234375,0.4589843750,0.4277343750,0.4018554688,0.3798828125,0.3605957031,0.3439941406,0.3291015625,0.3154296875,0.3027343750,0.2915039062,0.2807617188,0.2709960938,0.2617187500,0.2529296875,0.2448730469,0.2369384766,0.2293701172,0.2221679688,0.2155761719,0.2084960938,0.2017822266
SD1.1,9,SD1.2,10,0.8959960938,0.6689453125,0.5766601562,0.5185546875,0.4782714844,0.4458007812,0.4189453125,0.3959960938,0.3762207031,0.3591308594,0.3437500000,0.3293457031,0.3159179688,0.3041992188,0.2929687500,0.2824707031,0.2724609375,0.2631835938,0.2546386719,0.2457275391,0.2373046875,0.2292480469,0.2219238281,0.2142333984,0.2069091797
SD1.1,9,SD1.2,11,0.8623046875,0.6411132812,0.5522460938,0.4956054688,0.4565429688,0.4252929688,0.3999023438,0.3784179688,0.3598632812,0.3442382812,0.3303222656,0.3173828125,0.3051757812,0.2944335938,0.2841796875,0.2749023438,0.2661132812,0.2575683594,0.2496337891,0.2418212891,0.2346191406,0.2277832031,0.2220458984,0.2154541016,0.2092285156
SD1.1,9,SD1.2,12,0.8798828125,0.6577148438,0.5698242188,0.5141601562,0.4746093750,0.4431152344,0.4167480469,0.3937988281,0.3735351562,0.3559570312,0.3400878906,0.3254394531,0.3120117188,0.2998046875,0.2880859375,0.2770996094,0.2668457031,0.2573242188,0.2482910156,0.2397460938,0.2315673828,0.2238769531,0.2167968750,0.2097167969,0.2030029297
SD1.1,9,SD1.2,13,0.8696289062,0.6450195312,0.5566406250,0.5014648438,0.4631347656,0.4323730469,0.4064941406,0.3840332031,0.3647460938,0.3481445312,0.3332519531,0.3195800781,0.3068847656,0.2958984375,0.2854003906,0.2758789062,0.2666015625,0.2580566406,0.2498779297,0.2418212891,0.2342529297,0.2269287109,0.2203369141,0.2133789062,0.2066650391
SD1.1,9,SD1.2,14,0.8779296875,0.6503906250,0.5610351562,0.5053710938,0.4663085938,0.4345703125,0.4077148438,0.3850097656,0.3652343750,0.3486328125,0.3337402344,0.3200683594,0.3071289062,0.2954101562,0.2841796875,0.2736816406,0.2639160156,0.2548828125,0.2463378906,0.2379150391,0.2296142578,0.2216796875,0.2143554688,0.2067871094,0.1998291016
SD1.1,9,SD1.2,15,0.8608398438,0.6391601562,0.5517578125,0.4963378906,0.4577636719,0.4267578125,0.4006347656,0.3784179688,0.3588867188,0.3422851562,0.3271484375,0.3132324219,0.3002929688,0.2890625000,0.2783203125,0.2685546875,0.2592773438,0.2502441406,0.2419433594,0.2335205078,0.2255859375,0.2180175781,0.2111816406,0.2045898438,0.1984863281
SD1.1,9,SD1.2,16,0.8764648438,0.6420898438,0.5507812500,0.4941406250,0.4550781250,0.4240722656,0.3984375000,0.3764648438,0.3571777344,0.3405761719,0.3251953125,0.3112792969,0.2980957031,0.2863769531,0.2753906250,0.2651367188,0.2556152344,0.2470703125,0.2390136719,0.2308349609,0.2232666016,0.2161865234,0.2100830078,0.2039794922,0.1978759766
SD1.1,9,SD1.2,17,0.8789062500,0.6533203125,0.5625000000,0.5058593750,0.4667968750,0.4353027344,0.4089355469,0.3869628906,0.3679199219,0.3513183594,0.3361816406,0.3222656250,0.3093261719,0.2976074219,0.2861328125,0.2756347656,0.2658691406,0.2565917969,0.2480468750,0.2395019531,0.2315673828,0.2239990234,0.2167968750,0.2092285156,0.2020263672
SD1.1,9,SD1.2,18,0.8740234375,0.6499023438,0.5610351562,0.5053710938,0.4660644531,0.4350585938,0.4091796875,0.3869628906,0.3676757812,0.3508300781,0.3354492188,0.3212890625,0.3078613281,0.2961425781,0.2846679688,0.2741699219,0.2644042969,0.2553710938,0.2473144531,0.2393798828,0.2315673828,0.2238769531,0.2169189453,0.2098388672,0.2030029297
SD1.1,9,SD1.2,19,0.8876953125,0.6533203125,0.5620117188,0.5063476562,0.4682617188,0.4377441406,0.4121093750,0.3896484375,0.3698730469,0.3525390625,0.3369140625,0.3222656250,0.3085937500,0.2968750000,0.2854003906,0.2751464844,0.2651367188,0.2558593750,0.2471923828,0.2386474609,0.2305908203,0.2227783203,0.2159423828,0.2091064453,0.2028808594
SD1.1,9,SD1.2,20,0.8710937500,0.6494140625,0.5605468750,0.5048828125,0.4663085938,0.4362792969,0.4108886719,0.3886718750,0.3691406250,0.3520507812,0.3366699219,0.3222656250,0.3090820312,0.2973632812,0.2861328125,0.2756347656,0.2658691406,0.2565917969,0.2482910156,0.2399902344,0.2324218750,0.2250976562,0.2186279297,0.2119140625,0.2056884766
SD1.1,9,SD1.2,21,0.8676757812,0.6411132812,0.5522460938,0.4970703125,0.4587402344,0.4282226562,0.4028320312,0.3811035156,0.3623046875,0.3461914062,0.3317871094,0.3186035156,0.3059082031,0.2946777344,0.2836914062,0.2734375000,0.2636718750,0.2546386719,0.2463378906,0.2380371094,0.2303466797,0.2229003906,0.2161865234,0.2092285156,0.2026367188
SD1.1,9,SD1.2,22,0.8725585938,0.6542968750,0.5664062500,0.5107421875,0.4716796875,0.4401855469,0.4135742188,0.3906250000,0.3706054688,0.3532714844,0.3378906250,0.3234863281,0.3100585938,0.2980957031,0.2868652344,0.2763671875,0.2666015625,0.2570800781,0.2486572266,0.2402343750,0.2322998047,0.2247314453,0.2177734375,0.2106933594,0.2038574219
SD1.1,9,SD1.2,23,0.8911132812,0.6625976562,0.5703125000,0.5117187500,0.4707031250,0.4379882812,0.4113769531,0.3881835938,0.3681640625,0.3508300781,0.3354492188,0.3217773438,0.3088378906,0.2973632812,0.2861328125,0.2756347656,0.2656250000,0.2563476562,0.2478027344,0.2392578125,0.2312011719,0.2235107422,0.2165527344,0.2094726562,0.2027587891
SD1.1,9,SD1.2,24,0.8725585938,0.6513671875,0.5639648438,0.5092773438,0.4709472656,0.4406738281,0.4155273438,0.3937988281,0.3742675781,0.3569335938,0.3413085938,0.3266601562,0.3129882812,0.3010253906,0.2893066406,0.2788085938,0.2687988281,0.2597656250,0.2514648438,0.2435302734,0.2358398438,0.2282714844,0.2213134766,0.2141113281,0.2071533203
SD1.1,9,SD1.2,25,0.8789062500,0.6601562500,0.5732421875,0.5185546875,0.4802246094,0.4494628906,0.4238281250,0.4016113281,0.3815917969,0.3645019531,0.3486328125,0.3339843750,0.3200683594,0.3073730469,0.2954101562,0.2844238281,0.2739257812,0.2641601562,0.2551269531,0.2462158203,0.2380371094,0.2302246094,0.2232666016,0.2161865234,0.2093505859
SD1.1,9,SD1.2,26,0.8750000000,0.6552734375,0.5673828125,0.5117187500,0.4721679688,0.4406738281,0.4140625000,0.3908691406,0.3703613281,0.3525390625,0.3364257812,0.3215332031,0.3081054688,0.2961425781,0.2846679688,0.2741699219,0.2644042969,0.2551269531,0.2467041016,0.2382812500,0.2303466797,0.2226562500,0.2156982422,0.2086181641,0.2019042969
SD1.1,9,SD1.2,27,0.8671875000,0.6455078125,0.5566406250,0.5009765625,0.4624023438,0.4313964844,0.4050292969,0.3828125000,0.3635253906,0.3469238281,0.3317871094,0.3178710938,0.3049316406,0.2934570312,0.2827148438,0.2727050781,0.2634277344,0.2543945312,0.2463378906,0.2381591797,0.2302246094,0.2225341797,0.2154541016,0.2083740234,0.2015380859
SD1.1,9,SD1.2,28,0.8813476562,0.6547851562,0.5639648438,0.5063476562,0.4667968750,0.4353027344,0.4089355469,0.3859863281,0.3659667969,0.3483886719,0.3327636719,0.3183593750,0.3046875000,0.2924804688,0.2807617188,0.2697753906,0.2595214844,0.2500000000,0.2413330078,0.2326660156,0.2246093750,0.2169189453,0.2104492188,0.2041015625,0.1977539062
SD1.1,9,SD1.2,29,0.8833007812,0.6523437500,0.5595703125,0.5019531250,0.4624023438,0.4306640625,0.4042968750,0.3818359375,0.3623046875,0.3454589844,0.3303222656,0.3164062500,0.3032226562,0.2917480469,0.2807617188,0.2707519531,0.2614746094,0.2526855469,0.2448730469,0.2373046875,0.2304687500,0.2236328125,0.2170410156,0.2102050781,0.2037353516
SD1.2,0,SD1.2,0,0.9418945312,0.7758789062,0.6943359375,0.6386718750,0.5971679688,0.5634765625,0.5341796875,0.5087890625,0.4858398438,0.4658203125,0.4472656250,0.4296875000,0.4130859375,0.3981933594,0.3835449219,0.3698730469,0.3569335938,0.3444824219,0.3330078125,0.3217773438,0.3110351562,0.3007812500,0.2915039062,0.2819824219,0.2729492188
SD1.2,0,SD1.2,1,0.9443359375,0.7734375000,0.6918945312,0.6362304688,0.5952148438,0.5615234375,0.5322265625,0.5068359375,0.4841308594,0.4643554688,0.4460449219,0.4291992188,0.4133300781,0.3989257812,0.3850097656,0.3718261719,0.3591308594,0.3471679688,0.3359375000,0.3244628906,0.3137207031,0.3029785156,0.2934570312,0.2834472656,0.2739257812
SD1.2,0,SD1.2,2,0.9545898438,0.7783203125,0.6938476562,0.6367187500,0.5947265625,0.5605468750,0.5317382812,0.5068359375,0.4846191406,0.4653320312,0.4477539062,0.4311523438,0.4152832031,0.4011230469,0.3872070312,0.3740234375,0.3615722656,0.3496093750,0.3386230469,0.3273925781,0.3168945312,0.3066406250,0.2973632812,0.2878417969,0.2788085938
SD1.2,0,SD1.2,3,0.9345703125,0.7641601562,0.6835937500,0.6289062500,0.5893554688,0.5566406250,0.5288085938,0.5043945312,0.4824218750,0.4633789062,0.4455566406,0.4289550781,0.4133300781,0.3991699219,0.3852539062,0.3720703125,0.3596191406,0.3476562500,0.3361816406,0.3249511719,0.3139648438,0.3034667969,0.2939453125,0.2841796875,0.2749023438
SD1.2,0,SD1.2,4,0.9458007812,0.7753906250,0.6962890625,0.6435546875,0.6044921875,0.5722656250,0.5444335938,0.5195312500,0.4975585938,0.4777832031,0.4592285156,0.4416503906,0.4248046875,0.4096679688,0.3945312500,0.3806152344,0.3671875000,0.3542480469,0.3420410156,0.3300781250,0.3183593750,0.3071289062,0.2968750000,0.2863769531,0.2763671875
SD1.2,0,SD1.2,5,0.9394531250,0.7700195312,0.6884765625,0.6337890625,0.5937500000,0.5610351562,0.5322265625,0.5073242188,0.4848632812,0.4650878906,0.4467773438,0.4296875000,0.4135742188,0.3991699219,0.3847656250,0.3713378906,0.3583984375,0.3459472656,0.3342285156,0.3225097656,0.3112792969,0.3002929688,0.2902832031,0.2802734375,0.2705078125
SD1.2,0,SD1.2,6,0.9404296875,0.7714843750,0.6904296875,0.6352539062,0.5947265625,0.5615234375,0.5327148438,0.5073242188,0.4843750000,0.4643554688,0.4460449219,0.4287109375,0.4123535156,0.3977050781,0.3833007812,0.3698730469,0.3571777344,0.3452148438,0.3337402344,0.3225097656,0.3117675781,0.3012695312,0.2915039062,0.2817382812,0.2727050781
SD1.2,0,SD1.2,7,0.9311523438,0.7592773438,0.6757812500,0.6196289062,0.5791015625,0.5463867188,0.5180664062,0.4934082031,0.4714355469,0.4521484375,0.4343261719,0.4174804688,0.4018554688,0.3876953125,0.3740234375,0.3610839844,0.3491210938,0.3374023438,0.3266601562,0.3159179688,0.3056640625,0.2956542969,0.2863769531,0.2768554688,0.2680664062
SD1.2,0,SD1.2,8,0.9472656250,0.7744140625,0.6918945312,0.6362304688,0.5952148438,0.5620117188,0.5332031250,0.5083007812,0.4858398438,0.4660644531,0.4475097656,0.4301757812,0.4138183594,0.3991699219,0.3847656250,0.3710937500,0.3583984375,0.3461914062,0.3347167969,0.3234863281,0.3127441406,0.3024902344,0.2932128906,0.2836914062,0.2746582031
SD1.2,0,SD1.2,9,0.9394531250,0.7749023438,0.6938476562,0.6391601562,0.5991210938,0.5659179688,0.5375976562,0.5126953125,0.4899902344,0.4699707031,0.4514160156,0.4340820312,0.4174804688,0.4025878906,0.3879394531,0.3742675781,0.3610839844,0.3486328125,0.3369140625,0.3251953125,0.3139648438,0.3032226562,0.2932128906,0.2832031250,0.2736816406
SD1.2,0,SD1.2,10,0.9462890625,0.7700195312,0.6860351562,0.6293945312,0.5883789062,0.5541992188,0.5253906250,0.5000000000,0.4777832031,0.4582519531,0.4404296875,0.4238281250,0.4082031250,0.3942871094,0.3806152344,0.3676757812,0.3554687500,0.3439941406,0.3330078125,0.3222656250,0.3120117188,0.3020019531,0.2929687500,0.2836914062,0.2749023438
SD1.2,0,SD1.2,11,0.9228515625,0.7636718750,0.6860351562,0.6323242188,0.5922851562,0.5595703125,0.5312500000,0.5063476562,0.4836425781,0.4638671875,0.4455566406,0.4279785156,0.4116210938,0.3967285156,0.3823242188,0.3686523438,0.3559570312,0.3437500000,0.3322753906,0.3208007812,0.3098144531,0.2993164062,0.2897949219,0.2797851562,0.2705078125
SD1.2,0,SD1.2,12,0.9384765625,0.7695312500,0.6879882812,0.6323242188,0.5922851562,0.5590820312,0.5307617188,0.5063476562,0.4841308594,0.4648437500,0.4470214844,0.4301757812,0.4140625000,0.3996582031,0.3852539062,0.3718261719,0.3591308594,0.3469238281,0.3354492188,0.3239746094,0.3129882812,0.3022460938,0.2927246094,0.2827148438,0.2734375000
SD1.2,0,SD1.2,13,0.9345703125,0.7705078125,0.6909179688,0.6367187500,0.5966796875,0.5634765625,0.5356445312,0.5102539062,0.4877929688,0.4677734375,0.4492187500,0.4318847656,0.4155273438,0.4006347656,0.3862304688,0.3725585938,0.3598632812,0.3476562500,0.3364257812,0.3251953125,0.3144531250,0.3039550781,0.2946777344,0.2849121094,0.2758789062
SD1.2,0,SD1.2,14,0.9326171875,0.7656250000,0.6850585938,0.6303710938,0.5908203125,0.5581054688,0.5302734375,0.5058593750,0.4843750000,0.4653320312,0.4477539062,0.4313964844,0.4157714844,0.4016113281,0.3876953125,0.3745117188,0.3623046875,0.3503417969,0.3393554688,0.3283691406,0.3178710938,0.3076171875,0.2980957031,0.2885742188,0.2795410156
SD1.2,0,SD1.2,15,0.9130859375,0.7441406250,0.6645507812,0.6108398438,0.5717773438,0.5400390625,0.5126953125,0.4890136719,0.4680175781,0.4494628906,0.4323730469,0.4162597656,0.4008789062,0.3872070312,0.3735351562,0.3608398438,0.3486328125,0.3371582031,0.3261718750,0.3151855469,0.3049316406,0.2946777344,0.2854003906,0.2761230469,0.2670898438
SD1.2,0,SD1.2,16,0.9453125000,0.7758789062,0.6938476562,0.6381835938,0.5971679688,0.5634765625,0.5346679688,0.5092773438,0.4865722656,0.4665527344,0.4477539062,0.4304199219,0.4135742188,0.3984375000,0.3837890625,0.3698730469,0.3566894531,0.3442382812,0.3325195312,0.3210449219,0.3100585938,0.2995605469,0.2900390625,0.2802734375,0.2709960938
SD1.2,0,SD1.2,17,0.9384765625,0.7719726562,0.6928710938,0.6386718750,0.5986328125,0.5649414062,0.5361328125,0.5102539062,0.4873046875,0.4667968750,0.4479980469,0.4304199219,0.4135742188,0.3984375000,0.3837890625,0.3698730469,0.3569335938,0.3444824219,0.3330078125,0.3212890625,0.3103027344,0.2995605469,0.2897949219,0.2800292969,0.2705078125
SD1.2,0,SD1.2,18,0.9238281250,0.7553710938,0.6748046875,0.6201171875,0.5805664062,0.5483398438,0.5205078125,0.4960937500,0.4743652344,0.4553222656,0.4375000000,0.4208984375,0.4050292969,0.3908691406,0.3767089844,0.3635253906,0.3510742188,0.3391113281,0.3276367188,0.3164062500,0.3059082031,0.2954101562,0.2861328125,0.2766113281,0.2675781250
SD1.2,0,SD1.2,19,0.9428710938,0.7705078125,0.6884765625,0.6337890625,0.5937500000,0.5605468750,0.5322265625,0.5073242188,0.4851074219,0.4655761719,0.4475097656,0.4304199219,0.4143066406,0.3999023438,0.3857421875,0.3725585938,0.3598632812,0.3479003906,0.3366699219,0.3256835938,0.3151855469,0.3049316406,0.2954101562,0.2858886719,0.2768554688
SD1.2,0,SD1.2,20,0.9277343750,0.7607421875,0.6811523438,0.6269531250,0.5869140625,0.5537109375,0.5249023438,0.5000000000,0.4777832031,0.4582519531,0.4404296875,0.4238281250,0.4082031250,0.3940429688,0.3801269531,0.3671875000,0.3549804688,0.3430175781,0.3320312500,0.3210449219,0.3103027344,0.3002929688,0.2910156250,0.2814941406,0.2724609375
SD1.2,0,SD1.2,21,0.9252929688,0.7558593750,0.6762695312,0.6230468750,0.5839843750,0.5517578125,0.5239257812,0.4995117188,0.4775390625,0.4582519531,0.4401855469,0.4233398438,0.4074707031,0.3930664062,0.3789062500,0.3659667969,0.3535156250,0.3415527344,0.3305664062,0.3195800781,0.3088378906,0.2985839844,0.2893066406,0.2797851562,0.2705078125
SD1.2,0,SD1.2,22,0.9165039062,0.7539062500,0.6757812500,0.6225585938,0.5830078125,0.5502929688,0.5224609375,0.4973144531,0.4750976562,0.4553222656,0.4370117188,0.4201660156,0.4040527344,0.3894042969,0.3754882812,0.3620605469,0.3496093750,0.3376464844,0.3264160156,0.3151855469,0.3046875000,0.2944335938,0.2849121094,0.2753906250,0.2663574219
SD1.2,0,SD1.2,23,0.9536132812,0.7797851562,0.6977539062,0.6420898438,0.6020507812,0.5693359375,0.5410156250,0.5166015625,0.4946289062,0.4755859375,0.4580078125,0.4416503906,0.4260253906,0.4118652344,0.3977050781,0.3845214844,0.3720703125,0.3598632812,0.3483886719,0.3369140625,0.3259277344,0.3149414062,0.3049316406,0.2946777344,0.2849121094
SD1.2,0,SD1.2,24,0.9433593750,0.7739257812,0.6938476562,0.6406250000,0.6010742188,0.5683593750,0.5400390625,0.5151367188,0.4926757812,0.4729003906,0.4543457031,0.4370117188,0.4204101562,0.4055175781,0.3911132812,0.3774414062,0.3647460938,0.3525390625,0.3413085938,0.3298339844,0.3188476562,0.3081054688,0.2983398438,0.2880859375,0.2785644531
SD1.2,0,SD1.2,25,0.9277343750,0.7612304688,0.6811523438,0.6269531250,0.5878906250,0.5551757812,0.5273437500,0.5034179688,0.4816894531,0.4624023438,0.4448242188,0.4284667969,0.4125976562,0.3986816406,0.3847656250,0.3720703125,0.3596191406,0.3479003906,0.3369140625,0.3261718750,0.3156738281,0.3054199219,0.2961425781,0.2866210938,0.2775878906
SD1.2,0,SD1.2,26,0.9296875000,0.7631835938,0.6850585938,0.6318359375,0.5922851562,0.5590820312,0.5307617188,0.5058593750,0.4836425781,0.4641113281,0.4458007812,0.4287109375,0.4125976562,0.3981933594,0.3837890625,0.3706054688,0.3581542969,0.3461914062,0.3352050781,0.3239746094,0.3134765625,0.3034667969,0.2941894531,0.2846679688,0.2753906250
SD1.2,0,SD1.2,27,0.9165039062,0.7504882812,0.6708984375,0.6171875000,0.5776367188,0.5449218750,0.5175781250,0.4931640625,0.4714355469,0.4526367188,0.4353027344,0.4189453125,0.4035644531,0.3898925781,0.3764648438,0.3640136719,0.3522949219,0.3410644531,0.3305664062,0.3200683594,0.3100585938,0.3002929688,0.2912597656,0.2819824219,0.2729492188
SD1.2,0,SD1.2,28,0.9267578125,0.7602539062,0.6831054688,0.6308593750,0.5917968750,0.5590820312,0.5302734375,0.5053710938,0.4824218750,0.4626464844,0.4443359375,0.4270019531,0.4108886719,0.3964843750,0.3823242188,0.3691406250,0.3566894531,0.3449707031,0.3337402344,0.3227539062,0.3122558594,0.3022460938,0.2929687500,0.2834472656,0.2744140625
SD1.2,0,SD1.2,29,0.9418945312,0.7700195312,0.6865234375,0.6298828125,0.5893554688,0.5551757812,0.5263671875,0.5009765625,0.4785156250,0.4589843750,0.4406738281,0.4238281250,0.4077148438,0.3935546875,0.3796386719,0.3664550781,0.3542480469,0.3422851562,0.3310546875,0.3198242188,0.3090820312,0.2985839844,0.2890625000,0.2792968750,0.2700195312
SD1.2,1,SD1.2,0,0.9648437500,0.8266601562,0.7509765625,0.6982421875,0.6582031250,0.6250000000,0.5957031250,0.5703125000,0.5468750000,0.5268554688,0.5078125000,0.4902343750,0.4736328125,0.4584960938,0.4438476562,0.4296875000,0.4162597656,0.4030761719,0.3906250000,0.3779296875,0.3654785156,0.3535156250,0.3422851562,0.3308105469,0.3195800781
SD1.2,1,SD1.2,1,0.9687500000,0.8286132812,0.7509765625,0.6958007812,0.6547851562,0.6206054688,0.5913085938,0.5654296875,0.5424804688,0.5224609375,0.5034179688,0.4858398438,0.4692382812,0.4543457031,0.4396972656,0.4257812500,0.4121093750,0.3989257812,0.3864746094,0.3737792969,0.3615722656,0.3498535156,0.3388671875,0.3276367188,0.3168945312
SD1.2,1,SD1.2,2,0.9804687500,0.8300781250,0.7490234375,0.6938476562,0.6533203125,0.6201171875,0.5913085938,0.5668945312,0.5449218750,0.5258789062,0.5083007812,0.4914550781,0.4753417969,0.4606933594,0.4462890625,0.4326171875,0.4194335938,0.4067382812,0.3947753906,0.3825683594,0.3708496094,0.3596191406,0.3491210938,0.3395996094,0.3291015625
