source,img_idx,model,noise_idx,mse_t1,mse_t11,mse_t21,mse_t31,mse_t41,mse_t51,mse_t61,mse_t71,mse_t81,mse_t91,mse_t101,mse_t111,mse_t121,mse_t131,mse_t141,mse_t151,mse_t161,mse_t171,mse_t181,mse_t191,mse_t201,mse_t211,mse_t221,mse_t231,mse_t241
SD1.3,1,SD1.4,23,0.9399414062,0.7358398438,0.6445312500,0.5839843750,0.5400390625,0.5048828125,0.4750976562,0.4492187500,0.4265136719,0.4064941406,0.3884277344,0.3715820312,0.3562011719,0.3422851562,0.3288574219,0.3166503906,0.3049316406,0.2939453125,0.2836914062,0.2736816406,0.2641601562,0.2548828125,0.2464599609,0.2379150391,0.2297363281
SD1.3,1,SD1.4,24,0.9248046875,0.7260742188,0.6367187500,0.5786132812,0.5371093750,0.5029296875,0.4743652344,0.4497070312,0.4279785156,0.4089355469,0.3916015625,0.3757324219,0.3605957031,0.3471679688,0.3339843750,0.3217773438,0.3103027344,0.2990722656,0.2888183594,0.2785644531,0.2687988281,0.2595214844,0.2509765625,0.2424316406,0.2342529297
SD1.3,1,SD1.4,25,0.9174804688,0.7192382812,0.6308593750,0.5747070312,0.5346679688,0.5019531250,0.4746093750,0.4501953125,0.4284667969,0.4094238281,0.3918457031,0.3754882812,0.3598632812,0.3459472656,0.3325195312,0.3200683594,0.3083496094,0.2976074219,0.2873535156,0.2770996094,0.2675781250,0.2580566406,0.2496337891,0.2409667969,0.2327880859
SD1.3,1,SD1.4,26,0.9252929688,0.7333984375,0.6445312500,0.5854492188,0.5424804688,0.5073242188,0.4777832031,0.4519042969,0.4289550781,0.4089355469,0.3908691406,0.3740234375,0.3583984375,0.3447265625,0.3315429688,0.3193359375,0.3078613281,0.2968750000,0.2863769531,0.2763671875,0.2666015625,0.2573242188,0.2489013672,0.2403564453,0.2322998047
SD1.3,1,SD1.4,27,0.9067382812,0.7148437500,0.6279296875,0.5708007812,0.5292968750,0.4953613281,0.4665527344,0.4414062500,0.4196777344,0.4006347656,0.3837890625,0.3679199219,0.3535156250,0.3405761719,0.3278808594,0.3164062500,0.3054199219,0.2949218750,0.2851562500,0.2756347656,0.2666015625,0.2578125000,0.2498779297,0.2416992188,0.2340087891
SD1.3,1,SD1.4,28,0.9140625000,0.7177734375,0.6308593750,0.5747070312,0.5341796875,0.5009765625,0.4719238281,0.4467773438,0.4243164062,0.4047851562,0.3867187500,0.3698730469,0.3542480469,0.3403320312,0.3269042969,0.3146972656,0.3032226562,0.2927246094,0.2829589844,0.2734375000,0.2644042969,0.2556152344,0.2476806641,0.2395019531,0.2316894531
SD1.3,1,SD1.4,29,0.9238281250,0.7236328125,0.6362304688,0.5795898438,0.5390625000,0.5053710938,0.4775390625,0.4528808594,0.4313964844,0.4125976562,0.3955078125,0.3796386719,0.3649902344,0.3518066406,0.3391113281,0.3269042969,0.3154296875,0.3044433594,0.2941894531,0.2839355469,0.2744140625,0.2651367188,0.2565917969,0.2481689453,0.2401123047
SD1.3,2,SD1.4,0,0.8833007812,0.6401367188,0.5463867188,0.4880371094,0.4475097656,0.4150390625,0.3876953125,0.3647460938,0.3444824219,0.3273925781,0.3120117188,0.2980957031,0.2851562500,0.2739257812,0.2634277344,0.2541503906,0.2454833984,0.2376708984,0.2305908203,0.2235107422,0.2169189453,0.2105712891,0.2047119141,0.1988525391,0.1933593750
SD1.3,2,SD1.4,1,0.8735351562,0.6254882812,0.5322265625,0.4753417969,0.4365234375,0.4062500000,0.3813476562,0.3605957031,0.3425292969,0.3271484375,0.3134765625,0.3010253906,0.2893066406,0.2792968750,0.2692871094,0.2602539062,0.2514648438,0.2434082031,0.2359619141,0.2285156250,0.2216796875,0.2150878906,0.2092285156,0.2031250000,0.1973876953
SD1.3,2,SD1.4,2,0.8925781250,0.6513671875,0.5581054688,0.5000000000,0.4599609375,0.4282226562,0.4018554688,0.3796386719,0.3603515625,0.3442382812,0.3295898438,0.3161621094,0.3037109375,0.2924804688,0.2819824219,0.2719726562,0.2626953125,0.2539062500,0.2456054688,0.2375488281,0.2299804688,0.2226562500,0.2160644531,0.2093505859,0.2030029297
SD1.3,2,SD1.4,3,0.8774414062,0.6352539062,0.5439453125,0.4865722656,0.4472656250,0.4165039062,0.3913574219,0.3701171875,0.3513183594,0.3354492188,0.3210449219,0.3076171875,0.2954101562,0.2846679688,0.2746582031,0.2651367188,0.2565917969,0.2484130859,0.2408447266,0.2332763672,0.2261962891,0.2193603516,0.2130126953,0.2065429688,0.2001953125
SD1.3,2,SD1.4,4,0.8828125000,0.6401367188,0.5468750000,0.4892578125,0.4492187500,0.4174804688,0.3913574219,0.3688964844,0.3496093750,0.3332519531,0.3186035156,0.3054199219,0.2939453125,0.2836914062,0.2741699219,0.2648925781,0.2563476562,0.2479248047,0.2401123047,0.2324218750,0.2250976562,0.2178955078,0.2114257812,0.2045898438,0.1981201172
SD1.3,2,SD1.4,5,0.8730468750,0.6328125000,0.5400390625,0.4833984375,0.4443359375,0.4135742188,0.3879394531,0.3662109375,0.3471679688,0.3308105469,0.3159179688,0.3022460938,0.2895507812,0.2783203125,0.2675781250,0.2578125000,0.2487792969,0.2403564453,0.2326660156,0.2253417969,0.2186279297,0.2121582031,0.2061767578,0.2000732422,0.1943359375
SD1.3,2,SD1.4,6,0.8784179688,0.6381835938,0.5439453125,0.4851074219,0.4445800781,0.4123535156,0.3862304688,0.3637695312,0.3444824219,0.3283691406,0.3137207031,0.3007812500,0.2890625000,0.2788085938,0.2692871094,0.2604980469,0.2524414062,0.2447509766,0.2375488281,0.2303466797,0.2235107422,0.2169189453,0.2108154297,0.2045898438,0.1986083984
SD1.3,2,SD1.4,7,0.8701171875,0.6347656250,0.5439453125,0.4870605469,0.4470214844,0.4152832031,0.3891601562,0.3671875000,0.3481445312,0.3320312500,0.3176269531,0.3044433594,0.2924804688,0.2822265625,0.2722167969,0.2629394531,0.2541503906,0.2460937500,0.2385253906,0.2309570312,0.2237548828,0.2166748047,0.2102050781,0.2036132812,0.1973876953
SD1.3,2,SD1.4,8,0.8847656250,0.6362304688,0.5410156250,0.4819335938,0.4406738281,0.4084472656,0.3818359375,0.3591308594,0.3395996094,0.3227539062,0.3078613281,0.2941894531,0.2814941406,0.2705078125,0.2602539062,0.2507324219,0.2419433594,0.2337646484,0.2261962891,0.2189941406,0.2121582031,0.2056884766,0.2000732422,0.1944580078,0.1892089844
SD1.3,2,SD1.4,9,0.8686523438,0.6333007812,0.5415039062,0.4838867188,0.4440917969,0.4128417969,0.3869628906,0.3652343750,0.3461914062,0.3295898438,0.3144531250,0.3007812500,0.2878417969,0.2766113281,0.2658691406,0.2561035156,0.2470703125,0.2388916016,0.2312011719,0.2237548828,0.2167968750,0.2102050781,0.2042236328,0.1982421875,0.1928710938
SD1.3,2,SD1.4,10,0.8803710938,0.6362304688,0.5429687500,0.4853515625,0.4453125000,0.4138183594,0.3879394531,0.3657226562,0.3466796875,0.3303222656,0.3156738281,0.3022460938,0.2900390625,0.2795410156,0.2692871094,0.2602539062,0.2517089844,0.2436523438,0.2360839844,0.2286376953,0.2216796875,0.2150878906,0.2088623047,0.2023925781,0.1962890625
SD1.3,2,SD1.4,11,0.8520507812,0.6250000000,0.5371093750,0.4824218750,0.4438476562,0.4128417969,0.3869628906,0.3649902344,0.3457031250,0.3295898438,0.3151855469,0.3020019531,0.2902832031,0.2797851562,0.2695312500,0.2602539062,0.2512207031,0.2426757812,0.2347412109,0.2269287109,0.2196044922,0.2125244141,0.2062988281,0.2000732422,0.1943359375
SD1.3,2,SD1.4,12,0.8735351562,0.6372070312,0.5468750000,0.4919433594,0.4541015625,0.4238281250,0.3979492188,0.3754882812,0.3559570312,0.3388671875,0.3234863281,0.3093261719,0.2966308594,0.2851562500,0.2744140625,0.2648925781,0.2561035156,0.2474365234,0.2393798828,0.2314453125,0.2241210938,0.2172851562,0.2111816406,0.2050781250,0.1993408203
SD1.3,2,SD1.4,13,0.8725585938,0.6337890625,0.5415039062,0.4841308594,0.4443359375,0.4125976562,0.3864746094,0.3645019531,0.3457031250,0.3298339844,0.3154296875,0.3022460938,0.2900390625,0.2792968750,0.2692871094,0.2602539062,0.2519531250,0.2441406250,0.2369384766,0.2298583984,0.2231445312,0.2164306641,0.2100830078,0.2034912109,0.1971435547
SD1.3,2,SD1.4,14,0.8691406250,0.6323242188,0.5395507812,0.4816894531,0.4416503906,0.4108886719,0.3854980469,0.3640136719,0.3449707031,0.3288574219,0.3139648438,0.3002929688,0.2875976562,0.2763671875,0.2658691406,0.2563476562,0.2474365234,0.2390136719,0.2312011719,0.2237548828,0.2166748047,0.2099609375,0.2041015625,0.1981201172,0.1926269531
SD1.3,2,SD1.4,15,0.8505859375,0.6171875000,0.5278320312,0.4726562500,0.4343261719,0.4038085938,0.3789062500,0.3581542969,0.3403320312,0.3254394531,0.3120117188,0.2998046875,0.2883300781,0.2780761719,0.2683105469,0.2592773438,0.2509765625,0.2432861328,0.2360839844,0.2291259766,0.2225341797,0.2160644531,0.2104492188,0.2044677734,0.1989746094
SD1.3,2,SD1.4,16,0.8793945312,0.6293945312,0.5366210938,0.4799804688,0.4414062500,0.4111328125,0.3862304688,0.3649902344,0.3464355469,0.3308105469,0.3164062500,0.3034667969,0.2915039062,0.2810058594,0.2709960938,0.2617187500,0.2526855469,0.2443847656,0.2364501953,0.2287597656,0.2214355469,0.2144775391,0.2082519531,0.2020263672,0.1962890625
SD1.3,2,SD1.4,17,0.8662109375,0.6269531250,0.5361328125,0.4797363281,0.4406738281,0.4096679688,0.3842773438,0.3627929688,0.3442382812,0.3286132812,0.3144531250,0.3015136719,0.2895507812,0.2790527344,0.2690429688,0.2597656250,0.2509765625,0.2426757812,0.2351074219,0.2277832031,0.2209472656,0.2142333984,0.2081298828,0.2016601562,0.1956787109
SD1.3,2,SD1.4,18,0.8554687500,0.6230468750,0.5346679688,0.4797363281,0.4409179688,0.4096679688,0.3840332031,0.3623046875,0.3435058594,0.3273925781,0.3127441406,0.2993164062,0.2868652344,0.2758789062,0.2653808594,0.2558593750,0.2469482422,0.2386474609,0.2310791016,0.2237548828,0.2169189453,0.2104492188,0.2045898438,0.1987304688,0.1933593750
SD1.3,2,SD1.4,19,0.8857421875,0.6474609375,0.5527343750,0.4936523438,0.4526367188,0.4199218750,0.3933105469,0.3706054688,0.3508300781,0.3342285156,0.3190917969,0.3054199219,0.2929687500,0.2819824219,0.2712402344,0.2614746094,0.2521972656,0.2435302734,0.2355957031,0.2277832031,0.2205810547,0.2137451172,0.2073974609,0.2010498047,0.1951904297
SD1.3,2,SD1.4,20,0.8701171875,0.6372070312,0.5444335938,0.4868164062,0.4467773438,0.4152832031,0.3889160156,0.3666992188,0.3471679688,0.3303222656,0.3154296875,0.3017578125,0.2893066406,0.2783203125,0.2680664062,0.2585449219,0.2497558594,0.2414550781,0.2338867188,0.2264404297,0.2193603516,0.2127685547,0.2067871094,0.2006835938,0.1950683594
SD1.3,2,SD1.4,21,0.8627929688,0.6250000000,0.5332031250,0.4765625000,0.4377441406,0.4074707031,0.3825683594,0.3615722656,0.3435058594,0.3283691406,0.3146972656,0.3022460938,0.2910156250,0.2810058594,0.2714843750,0.2631835938,0.2556152344,0.2480468750,0.2407226562,0.2332763672,0.2260742188,0.2189941406,0.2126464844,0.2061767578,0.1998291016
SD1.3,2,SD1.4,22,0.8525390625,0.6186523438,0.5288085938,0.4733886719,0.4355468750,0.4057617188,0.3813476562,0.3605957031,0.3427734375,0.3273925781,0.3134765625,0.3007812500,0.2885742188,0.2780761719,0.2678222656,0.2585449219,0.2497558594,0.2415771484,0.2337646484,0.2261962891,0.2189941406,0.2119140625,0.2055664062,0.1990966797,0.1931152344
SD1.3,2,SD1.4,23,0.8876953125,0.6435546875,0.5488281250,0.4907226562,0.4506835938,0.4187011719,0.3923339844,0.3701171875,0.3510742188,0.3349609375,0.3205566406,0.3076171875,0.2956542969,0.2849121094,0.2746582031,0.2651367188,0.2561035156,0.2476806641,0.2399902344,0.2326660156,0.2255859375,0.2185058594,0.2119140625,0.2053222656,0.1988525391
SD1.3,2,SD1.4,24,0.8789062500,0.6386718750,0.5449218750,0.4865722656,0.4462890625,0.4147949219,0.3889160156,0.3674316406,0.3486328125,0.3325195312,0.3181152344,0.3046875000,0.2924804688,0.2817382812,0.2714843750,0.2622070312,0.2536621094,0.2457275391,0.2384033203,0.2310791016,0.2239990234,0.2172851562,0.2110595703,0.2048339844,0.1988525391
SD1.3,2,SD1.4,25,0.8715820312,0.6337890625,0.5424804688,0.4863281250,0.4467773438,0.4157714844,0.3898925781,0.3681640625,0.3491210938,0.3330078125,0.3183593750,0.3051757812,0.2929687500,0.2822265625,0.2719726562,0.2624511719,0.2534179688,0.2452392578,0.2376708984,0.2302246094,0.2233886719,0.2170410156,0.2114257812,0.2055664062,0.1998291016
SD1.3,2,SD1.4,26,0.8671875000,0.6279296875,0.5371093750,0.4812011719,0.4418945312,0.4104003906,0.3845214844,0.3623046875,0.3432617188,0.3269042969,0.3125000000,0.2995605469,0.2875976562,0.2773437500,0.2673339844,0.2585449219,0.2500000000,0.2421875000,0.2347412109,0.2275390625,0.2207031250,0.2142333984,0.2086181641,0.2030029297,0.1976318359
SD1.3,2,SD1.4,27,0.8549804688,0.6201171875,0.5297851562,0.4741210938,0.4360351562,0.4060058594,0.3803710938,0.3586425781,0.3395996094,0.3234863281,0.3093261719,0.2966308594,0.2846679688,0.2744140625,0.2644042969,0.2553710938,0.2468261719,0.2388916016,0.2316894531,0.2247314453,0.2181396484,0.2117919922,0.2060546875,0.2003173828,0.1949462891
SD1.3,2,SD1.4,28,0.8681640625,0.6323242188,0.5395507812,0.4819335938,0.4421386719,0.4104003906,0.3845214844,0.3623046875,0.3430175781,0.3266601562,0.3120117188,0.2988281250,0.2866210938,0.2758789062,0.2656250000,0.2565917969,0.2481689453,0.2403564453,0.2333984375,0.2265625000,0.2202148438,0.2139892578,0.2082519531,0.2021484375,0.1964111328
SD1.3,2,SD1.4,29,0.8803710938,0.6396484375,0.5463867188,0.4885253906,0.4484863281,0.4169921875,0.3908691406,0.3691406250,0.3503417969,0.3344726562,0.3203125000,0.3076171875,0.2961425781,0.2856445312,0.2756347656,0.2661132812,0.2570800781,0.2485351562,0.2406005859,0.2327880859,0.2254638672,0.2183837891,0.2119140625,0.2053222656,0.1989746094
SD1.3,3,SD1.4,0,0.8911132812,0.6909179688,0.6069335938,0.5537109375,0.5161132812,0.4853515625,0.4592285156,0.4367675781,0.4169921875,0.4001464844,0.3850097656,0.3708496094,0.3576660156,0.3459472656,0.3347167969,0.3239746094,0.3139648438,0.3044433594,0.2956542969,0.2868652344,0.2788085938,0.2707519531,0.2636718750,0.2565917969,0.2498779297
SD1.3,3,SD1.4,1,0.8935546875,0.6923828125,0.6088867188,0.5546875000,0.5166015625,0.4855957031,0.4597167969,0.4375000000,0.4182128906,0.4016113281,0.3867187500,0.3728027344,0.3598632812,0.3483886719,0.3374023438,0.3271484375,0.3173828125,0.3083496094,0.2998046875,0.2912597656,0.2829589844,0.2751464844,0.2680664062,0.2607421875,0.2536621094
SD1.3,3,SD1.4,2,0.9052734375,0.6948242188,0.6093750000,0.5546875000,0.5170898438,0.4870605469,0.4624023438,0.4414062500,0.4233398438,0.4074707031,0.3930664062,0.3796386719,0.3671875000,0.3559570312,0.3452148438,0.3352050781,0.3259277344,0.3171386719,0.3088378906,0.3005371094,0.2924804688,0.2846679688,0.2773437500,0.2700195312,0.2629394531
SD1.3,3,SD1.4,3,0.8906250000,0.6831054688,0.5971679688,0.5434570312,0.5068359375,0.4777832031,0.4533691406,0.4323730469,0.4143066406,0.3986816406,0.3845214844,0.3715820312,0.3596191406,0.3488769531,0.3386230469,0.3288574219,0.3195800781,0.3107910156,0.3022460938,0.2939453125,0.2856445312,0.2775878906,0.2700195312,0.2624511719,0.2548828125
SD1.3,3,SD1.4,4,0.8969726562,0.6962890625,0.6098632812,0.5541992188,0.5156250000,0.4853515625,0.4606933594,0.4396972656,0.4216308594,0.4060058594,0.3920898438,0.3793945312,0.3676757812,0.3569335938,0.3466796875,0.3369140625,0.3276367188,0.3188476562,0.3103027344,0.3017578125,0.2934570312,0.2851562500,0.2778320312,0.2700195312,0.2626953125
SD1.3,3,SD1.4,5,0.8959960938,0.6875000000,0.6010742188,0.5468750000,0.5092773438,0.4794921875,0.4548339844,0.4333496094,0.4145507812,0.3981933594,0.3835449219,0.3701171875,0.3576660156,0.3466796875,0.3359375000,0.3261718750,0.3168945312,0.3083496094,0.3000488281,0.2917480469,0.2839355469,0.2761230469,0.2690429688,0.2614746094,0.2541503906
